list_order,episode_id,record_idx,scene,goal_radius
123,175,174,QUCTc6BB5sX,3.0
124,176,175,QUCTc6BB5sX,3.0
125,177,176,QUCTc6BB5sX,3.0
126,178,177,2azQ1b91cZZ,3.0
127,179,178,2azQ1b91cZZ,3.0
128,180,179,2azQ1b91cZZ,3.0
129,190,189,QUCTc6BB5sX,3.0
130,191,190,QUCTc6BB5sX,3.0
131,192,191,QUCTc6BB5sX,3.0
132,193,192,2azQ1b91cZZ,3.0
133,194,193,2azQ1b91cZZ,3.0
134,195,194,2azQ1b91cZZ,3.0
135,199,198,x8F5xyUWy9e,3.0
136,200,199,x8F5xyUWy9e,3.0
137,201,200,x8F5xyUWy9e,3.0
138,205,204,Z6MFQCViBuw,3.0
139,206,205,Z6MFQCViBuw,3.0
140,207,206,Z6MFQCViBuw,3.0
141,208,207,QUCTc6BB5sX,3.0
142,209,208,QUCTc6BB5sX,3.0
143,210,209,QUCTc6BB5sX,3.0
144,214,213,2azQ1b91cZZ,3.0
145,215,214,2azQ1b91cZZ,3.0
146,216,215,2azQ1b91cZZ,3.0
147,217,216,X7HyMhZNoso,3.0
148,218,217,X7HyMhZNoso,3.0
149,219,218,X7HyMhZNoso,3.0
150,226,225,X7HyMhZNoso,3.0
151,227,226,X7HyMhZNoso,3.0
152,228,227,X7HyMhZNoso,3.0
153,235,234,zsNo4HB9uLZ,3.0
154,236,235,zsNo4HB9uLZ,3.0
155,237,236,zsNo4HB9uLZ,3.0
156,238,237,QUCTc6BB5sX,3.0
157,239,238,QUCTc6BB5sX,3.0
158,240,239,QUCTc6BB5sX,3.0
159,244,243,X7HyMhZNoso,3.0
160,245,244,X7HyMhZNoso,3.0
161,246,245,X7HyMhZNoso,3.0
162,247,246,zsNo4HB9uLZ,3.0
163,248,247,zsNo4HB9uLZ,3.0
164,249,248,zsNo4HB9uLZ,3.0
165,250,249,zsNo4HB9uLZ,3.0
166,251,250,zsNo4HB9uLZ,3.0
167,252,251,zsNo4HB9uLZ,3.0
168,253,252,zsNo4HB9uLZ,3.0
169,254,253,zsNo4HB9uLZ,3.0
170,255,254,zsNo4HB9uLZ,3.0
171,256,255,TbHJrupSAjP,3.0
172,257,256,TbHJrupSAjP,3.0
173,258,257,TbHJrupSAjP,3.0
174,259,258,TbHJrupSAjP,3.0
175,260,259,TbHJrupSAjP,3.0
176,261,260,TbHJrupSAjP,3.0
177,262,261,2azQ1b91cZZ,3.0
178,263,262,2azQ1b91cZZ,3.0
179,264,263,2azQ1b91cZZ,3.0
180,265,264,2azQ1b91cZZ,3.0
181,266,265,2azQ1b91cZZ,3.0
182,267,266,2azQ1b91cZZ,3.0
183,277,276,2azQ1b91cZZ,3.0
184,278,277,2azQ1b91cZZ,3.0
185,279,278,2azQ1b91cZZ,3.0
186,280,279,EU6Fwq7SyZv,3.0
187,281,280,EU6Fwq7SyZv,3.0
188,282,281,EU6Fwq7SyZv,3.0
189,286,285,2azQ1b91cZZ,3.0
190,287,286,2azQ1b91cZZ,3.0
191,288,287,2azQ1b91cZZ,3.0
192,292,291,zsNo4HB9uLZ,3.0
193,293,292,zsNo4HB9uLZ,3.0
194,294,293,zsNo4HB9uLZ,3.0
195,301,300,zsNo4HB9uLZ,3.0
196,302,301,zsNo4HB9uLZ,3.0
197,303,302,zsNo4HB9uLZ,3.0
198,307,306,TbHJrupSAjP,3.0
199,308,307,TbHJrupSAjP,3.0
200,309,308,TbHJrupSAjP,3.0
201,310,309,x8F5xyUWy9e,3.0
202,311,310,x8F5xyUWy9e,3.0
203,312,311,x8F5xyUWy9e,3.0
204,313,312,2azQ1b91cZZ,3.0
205,314,313,2azQ1b91cZZ,3.0
206,315,314,2azQ1b91cZZ,3.0
207,319,318,EU6Fwq7SyZv,3.0
208,320,319,EU6Fwq7SyZv,3.0
209,321,320,EU6Fwq7SyZv,3.0
210,322,321,Z6MFQCViBuw,3.0
211,323,322,Z6MFQCViBuw,3.0
212,324,323,Z6MFQCViBuw,3.0
213,334,333,QUCTc6BB5sX,3.0
214,335,334,QUCTc6BB5sX,3.0
215,336,335,QUCTc6BB5sX,3.0
216,340,339,2azQ1b91cZZ,3.0
217,341,340,2azQ1b91cZZ,3.0
218,342,341,2azQ1b91cZZ,3.0
219,343,342,Z6MFQCViBuw,3.0
220,344,343,Z6MFQCViBuw,3.0
221,345,344,Z6MFQCViBuw,3.0
222,352,351,zsNo4HB9uLZ,3.0
223,353,352,zsNo4HB9uLZ,3.0
224,354,353,zsNo4HB9uLZ,3.0
225,358,357,TbHJrupSAjP,3.0
226,359,358,TbHJrupSAjP,3.0
227,360,359,TbHJrupSAjP,3.0
228,361,360,zsNo4HB9uLZ,3.0
229,362,361,zsNo4HB9uLZ,3.0
230,363,362,zsNo4HB9uLZ,3.0
231,364,363,2azQ1b91cZZ,3.0
232,365,364,2azQ1b91cZZ,3.0
233,366,365,2azQ1b91cZZ,3.0
234,367,366,zsNo4HB9uLZ,3.0
235,368,367,zsNo4HB9uLZ,3.0
236,369,368,zsNo4HB9uLZ,3.0
237,379,378,QUCTc6BB5sX,3.0
238,380,379,QUCTc6BB5sX,3.0
239,381,380,QUCTc6BB5sX,3.0
240,382,381,X7HyMhZNoso,3.0
241,383,382,X7HyMhZNoso,3.0
242,384,383,X7HyMhZNoso,3.0
243,385,384,zsNo4HB9uLZ,3.0
244,386,385,zsNo4HB9uLZ,3.0
245,387,386,zsNo4HB9uLZ,3.0
246,388,387,EU6Fwq7SyZv,3.0
247,389,388,EU6Fwq7SyZv,3.0
248,390,389,EU6Fwq7SyZv,3.0
249,394,393,2azQ1b91cZZ,3.0
250,395,394,2azQ1b91cZZ,3.0
251,396,395,2azQ1b91cZZ,3.0
252,403,402,2azQ1b91cZZ,3.0
253,404,403,2azQ1b91cZZ,3.0
254,405,404,2azQ1b91cZZ,3.0
255,406,405,TbHJrupSAjP,3.0
256,407,406,TbHJrupSAjP,3.0
257,408,407,TbHJrupSAjP,3.0
258,409,408,TbHJrupSAjP,3.0
259,410,409,TbHJrupSAjP,3.0
260,411,410,TbHJrupSAjP,3.0
261,415,414,zsNo4HB9uLZ,3.0
262,416,415,zsNo4HB9uLZ,3.0
263,417,416,zsNo4HB9uLZ,3.0
264,418,417,zsNo4HB9uLZ,3.0
265,419,418,zsNo4HB9uLZ,3.0
266,420,419,zsNo4HB9uLZ,3.0
267,421,420,QUCTc6BB5sX,3.0
268,422,421,QUCTc6BB5sX,3.0
269,423,422,QUCTc6BB5sX,3.0
270,427,426,QUCTc6BB5sX,3.0
271,428,427,QUCTc6BB5sX,3.0
272,429,428,QUCTc6BB5sX,3.0
273,439,438,zsNo4HB9uLZ,3.0
274,440,439,zsNo4HB9uLZ,3.0
275,441,440,zsNo4HB9uLZ,3.0
276,442,441,EU6Fwq7SyZv,3.0
277,443,442,EU6Fwq7SyZv,3.0
278,444,443,EU6Fwq7SyZv,3.0
279,445,444,zsNo4HB9uLZ,3.0
280,446,445,zsNo4HB9uLZ,3.0
281,447,446,zsNo4HB9uLZ,3.0
282,448,447,2azQ1b91cZZ,3.0
283,449,448,2azQ1b91cZZ,3.0
284,450,449,2azQ1b91cZZ,3.0
285,454,453,QUCTc6BB5sX,3.0
286,455,454,QUCTc6BB5sX,3.0
287,456,455,QUCTc6BB5sX,3.0
288,460,459,EU6Fwq7SyZv,3.0
289,461,460,EU6Fwq7SyZv,3.0
290,462,461,EU6Fwq7SyZv,3.0
291,472,471,TbHJrupSAjP,3.0
292,473,472,TbHJrupSAjP,3.0
293,474,473,TbHJrupSAjP,3.0
294,475,474,zsNo4HB9uLZ,3.0
295,476,475,zsNo4HB9uLZ,3.0
296,477,476,zsNo4HB9uLZ,3.0
297,487,486,2azQ1b91cZZ,3.0
298,488,487,2azQ1b91cZZ,3.0
299,489,488,2azQ1b91cZZ,3.0
300,490,489,QUCTc6BB5sX,3.0
301,491,490,QUCTc6BB5sX,3.0
302,492,491,QUCTc6BB5sX,3.0
303,493,492,2azQ1b91cZZ,3.0
304,494,493,2azQ1b91cZZ,3.0
305,495,494,2azQ1b91cZZ,3.0
306,496,495,2azQ1b91cZZ,3.0
307,497,496,2azQ1b91cZZ,3.0
308,498,497,2azQ1b91cZZ,3.0
309,499,498,QUCTc6BB5sX,3.0
310,500,499,QUCTc6BB5sX,3.0
311,501,500,QUCTc6BB5sX,3.0
312,502,501,EU6Fwq7SyZv,3.0
313,503,502,EU6Fwq7SyZv,3.0
314,504,503,EU6Fwq7SyZv,3.0
315,505,504,zsNo4HB9uLZ,3.0
316,506,505,zsNo4HB9uLZ,3.0
317,507,506,zsNo4HB9uLZ,3.0
318,511,510,2azQ1b91cZZ,3.0
319,512,511,2azQ1b91cZZ,3.0
320,513,512,2azQ1b91cZZ,3.0
321,514,513,zsNo4HB9uLZ,3.0
322,515,514,zsNo4HB9uLZ,3.0
323,516,515,zsNo4HB9uLZ,3.0
324,523,522,TbHJrupSAjP,3.0
325,524,523,TbHJrupSAjP,3.0
326,525,524,TbHJrupSAjP,3.0
327,526,525,EU6Fwq7SyZv,3.0
328,527,526,EU6Fwq7SyZv,3.0
329,528,527,EU6Fwq7SyZv,3.0
330,538,537,QUCTc6BB5sX,3.0
331,539,538,QUCTc6BB5sX,3.0
332,540,539,QUCTc6BB5sX,3.0
333,544,543,zsNo4HB9uLZ,3.0
334,545,544,zsNo4HB9uLZ,3.0
335,546,545,zsNo4HB9uLZ,3.0
336,547,546,Z6MFQCViBuw,3.0
337,548,547,Z6MFQCViBuw,3.0
338,549,548,Z6MFQCViBuw,3.0
339,559,558,Z6MFQCViBuw,3.0
340,560,559,Z6MFQCViBuw,3.0
341,561,560,Z6MFQCViBuw,3.0
342,562,561,X7HyMhZNoso,3.0
343,563,562,X7HyMhZNoso,3.0
344,564,563,X7HyMhZNoso,3.0
345,568,567,QUCTc6BB5sX,3.0
346,569,568,QUCTc6BB5sX,3.0
347,570,569,QUCTc6BB5sX,3.0
348,571,570,zsNo4HB9uLZ,3.0
349,572,571,zsNo4HB9uLZ,3.0
350,573,572,zsNo4HB9uLZ,3.0
351,577,576,QUCTc6BB5sX,3.0
352,578,577,QUCTc6BB5sX,3.0
353,579,578,QUCTc6BB5sX,3.0
354,583,582,x8F5xyUWy9e,3.0
355,584,583,x8F5xyUWy9e,3.0
356,585,584,x8F5xyUWy9e,3.0
357,586,585,Z6MFQCViBuw,3.0
358,587,586,Z6MFQCViBuw,3.0
359,588,587,Z6MFQCViBuw,3.0
360,589,588,TbHJrupSAjP,3.0
361,590,589,TbHJrupSAjP,3.0
362,591,590,TbHJrupSAjP,3.0
363,598,597,X7HyMhZNoso,3.0
364,599,598,X7HyMhZNoso,3.0
365,600,599,X7HyMhZNoso,3.0
366,601,600,X7HyMhZNoso,3.0
367,602,601,X7HyMhZNoso,3.0
368,603,602,X7HyMhZNoso,3.0
369,607,606,QUCTc6BB5sX,3.0
370,608,607,QUCTc6BB5sX,3.0
371,609,608,QUCTc6BB5sX,3.0
372,610,609,Z6MFQCViBuw,3.0
373,611,610,Z6MFQCViBuw,3.0
374,612,611,Z6MFQCViBuw,3.0
375,628,627,zsNo4HB9uLZ,3.0
376,629,628,zsNo4HB9uLZ,3.0
377,630,629,zsNo4HB9uLZ,3.0
378,631,630,x8F5xyUWy9e,3.0
379,632,631,x8F5xyUWy9e,3.0
380,633,632,x8F5xyUWy9e,3.0
381,634,633,X7HyMhZNoso,3.0
382,635,634,X7HyMhZNoso,3.0
383,636,635,X7HyMhZNoso,3.0
384,640,639,x8F5xyUWy9e,3.0
385,641,640,x8F5xyUWy9e,3.0
386,642,641,x8F5xyUWy9e,3.0
387,646,645,QUCTc6BB5sX,3.0
388,647,646,QUCTc6BB5sX,3.0
389,648,647,QUCTc6BB5sX,3.0
390,652,651,X7HyMhZNoso,3.0
391,653,652,X7HyMhZNoso,3.0
392,654,653,X7HyMhZNoso,3.0
393,655,654,zsNo4HB9uLZ,3.0
394,656,655,zsNo4HB9uLZ,3.0
395,657,656,zsNo4HB9uLZ,3.0
396,664,663,QUCTc6BB5sX,3.0
397,665,664,QUCTc6BB5sX,3.0
398,666,665,QUCTc6BB5sX,3.0
399,670,669,zsNo4HB9uLZ,3.0
400,671,670,zsNo4HB9uLZ,3.0
401,672,671,zsNo4HB9uLZ,3.0
402,673,672,zsNo4HB9uLZ,3.0
403,674,673,zsNo4HB9uLZ,3.0
404,675,674,zsNo4HB9uLZ,3.0
405,676,675,QUCTc6BB5sX,3.0
406,677,676,QUCTc6BB5sX,3.0
407,678,677,QUCTc6BB5sX,3.0
408,682,681,oLBMNvg9in8,3.0
409,683,682,oLBMNvg9in8,3.0
410,684,683,oLBMNvg9in8,3.0
411,697,696,TbHJrupSAjP,3.0
412,698,697,TbHJrupSAjP,3.0
413,699,698,TbHJrupSAjP,3.0
414,700,699,QUCTc6BB5sX,3.0
415,701,700,QUCTc6BB5sX,3.0
416,702,701,QUCTc6BB5sX,3.0
417,703,702,Z6MFQCViBuw,3.0
418,704,703,Z6MFQCViBuw,3.0
419,705,704,Z6MFQCViBuw,3.0
420,712,711,zsNo4HB9uLZ,3.0
421,713,712,zsNo4HB9uLZ,3.0
422,714,713,zsNo4HB9uLZ,3.0
423,715,714,zsNo4HB9uLZ,3.0
424,716,715,zsNo4HB9uLZ,3.0
425,717,716,zsNo4HB9uLZ,3.0
426,718,717,2azQ1b91cZZ,3.0
427,719,718,2azQ1b91cZZ,3.0
428,720,719,2azQ1b91cZZ,3.0
429,721,720,2azQ1b91cZZ,3.0
430,722,721,2azQ1b91cZZ,3.0
431,723,722,2azQ1b91cZZ,3.0
432,730,729,8194nk5LbLH,3.0
433,731,730,8194nk5LbLH,3.0
434,732,731,8194nk5LbLH,3.0
435,739,738,QUCTc6BB5sX,3.0
436,740,739,QUCTc6BB5sX,3.0
437,741,740,QUCTc6BB5sX,3.0
438,742,741,zsNo4HB9uLZ,3.0
439,743,742,zsNo4HB9uLZ,3.0
440,744,743,zsNo4HB9uLZ,3.0
441,745,744,zsNo4HB9uLZ,3.0
442,746,745,zsNo4HB9uLZ,3.0
443,747,746,zsNo4HB9uLZ,3.0
444,751,750,QUCTc6BB5sX,3.0
445,752,751,QUCTc6BB5sX,3.0
446,753,752,QUCTc6BB5sX,3.0
447,754,753,EU6Fwq7SyZv,3.0
448,755,754,EU6Fwq7SyZv,3.0
449,756,755,EU6Fwq7SyZv,3.0
450,757,756,2azQ1b91cZZ,3.0
451,758,757,2azQ1b91cZZ,3.0
452,759,758,2azQ1b91cZZ,3.0
453,772,771,EU6Fwq7SyZv,3.0
454,773,772,EU6Fwq7SyZv,3.0
455,774,773,EU6Fwq7SyZv,3.0
456,778,777,2azQ1b91cZZ,3.0
457,779,778,2azQ1b91cZZ,3.0
458,780,779,2azQ1b91cZZ,3.0
459,781,780,EU6Fwq7SyZv,3.0
460,782,781,EU6Fwq7SyZv,3.0
461,783,782,EU6Fwq7SyZv,3.0
462,784,783,QUCTc6BB5sX,3.0
463,785,784,QUCTc6BB5sX,3.0
464,786,785,QUCTc6BB5sX,3.0
465,793,792,QUCTc6BB5sX,3.0
466,794,793,QUCTc6BB5sX,3.0
467,795,794,QUCTc6BB5sX,3.0
468,796,795,QUCTc6BB5sX,3.0
469,797,796,QUCTc6BB5sX,3.0
470,798,797,QUCTc6BB5sX,3.0
471,802,801,2azQ1b91cZZ,3.0
472,803,802,2azQ1b91cZZ,3.0
473,804,803,2azQ1b91cZZ,3.0
474,805,804,2azQ1b91cZZ,3.0
475,806,805,2azQ1b91cZZ,3.0
476,807,806,2azQ1b91cZZ,3.0
477,808,807,2azQ1b91cZZ,3.0
478,809,808,2azQ1b91cZZ,3.0
479,810,809,2azQ1b91cZZ,3.0
480,820,819,zsNo4HB9uLZ,3.0
481,821,820,zsNo4HB9uLZ,3.0
482,822,821,zsNo4HB9uLZ,3.0
483,826,825,zsNo4HB9uLZ,3.0
484,827,826,zsNo4HB9uLZ,3.0
485,828,827,zsNo4HB9uLZ,3.0
486,841,840,QUCTc6BB5sX,3.0
487,842,841,QUCTc6BB5sX,3.0
488,843,842,QUCTc6BB5sX,3.0
489,853,852,X7HyMhZNoso,3.0
490,854,853,X7HyMhZNoso,3.0
491,855,854,X7HyMhZNoso,3.0
492,859,858,2azQ1b91cZZ,3.0
493,860,859,2azQ1b91cZZ,3.0
494,861,860,2azQ1b91cZZ,3.0
495,862,861,zsNo4HB9uLZ,3.0
496,863,862,zsNo4HB9uLZ,3.0
497,864,863,zsNo4HB9uLZ,3.0
498,868,867,zsNo4HB9uLZ,3.0
499,869,868,zsNo4HB9uLZ,3.0
500,870,869,zsNo4HB9uLZ,3.0
501,874,873,QUCTc6BB5sX,3.0
502,875,874,QUCTc6BB5sX,3.0
503,876,875,QUCTc6BB5sX,3.0
504,877,876,QUCTc6BB5sX,3.0
505,878,877,QUCTc6BB5sX,3.0
506,879,878,QUCTc6BB5sX,3.0
507,880,879,2azQ1b91cZZ,3.0
508,881,880,2azQ1b91cZZ,3.0
509,882,881,2azQ1b91cZZ,3.0
510,886,885,EU6Fwq7SyZv,3.0
511,887,886,EU6Fwq7SyZv,3.0
512,888,887,EU6Fwq7SyZv,3.0
513,889,888,QUCTc6BB5sX,3.0
514,890,889,QUCTc6BB5sX,3.0
515,891,890,QUCTc6BB5sX,3.0
516,898,897,zsNo4HB9uLZ,3.0
517,899,898,zsNo4HB9uLZ,3.0
518,900,899,zsNo4HB9uLZ,3.0
519,901,900,X7HyMhZNoso,3.0
520,902,901,X7HyMhZNoso,3.0
521,903,902,X7HyMhZNoso,3.0
522,907,906,oLBMNvg9in8,3.0
523,908,907,oLBMNvg9in8,3.0
524,909,908,oLBMNvg9in8,3.0
525,910,909,zsNo4HB9uLZ,3.0
526,911,910,zsNo4HB9uLZ,3.0
527,912,911,zsNo4HB9uLZ,3.0
528,913,912,zsNo4HB9uLZ,3.0
529,914,913,zsNo4HB9uLZ,3.0
530,915,914,zsNo4HB9uLZ,3.0
531,916,915,Z6MFQCViBuw,3.0
532,917,916,Z6MFQCViBuw,3.0
533,918,917,Z6MFQCViBuw,3.0
534,922,921,zsNo4HB9uLZ,3.0
535,923,922,zsNo4HB9uLZ,3.0
536,924,923,zsNo4HB9uLZ,3.0
537,928,927,TbHJrupSAjP,3.0
538,929,928,TbHJrupSAjP,3.0
539,930,929,TbHJrupSAjP,3.0
540,931,930,2azQ1b91cZZ,3.0
541,932,931,2azQ1b91cZZ,3.0
542,933,932,2azQ1b91cZZ,3.0
543,937,936,oLBMNvg9in8,3.0
544,938,937,oLBMNvg9in8,3.0
545,939,938,oLBMNvg9in8,3.0
546,943,942,QUCTc6BB5sX,3.0
547,944,943,QUCTc6BB5sX,3.0
548,945,944,QUCTc6BB5sX,3.0
549,952,951,QUCTc6BB5sX,3.0
550,953,952,QUCTc6BB5sX,3.0
551,954,953,QUCTc6BB5sX,3.0
552,955,954,zsNo4HB9uLZ,3.0
553,956,955,zsNo4HB9uLZ,3.0
554,957,956,zsNo4HB9uLZ,3.0
555,958,957,2azQ1b91cZZ,3.0
556,959,958,2azQ1b91cZZ,3.0
557,960,959,2azQ1b91cZZ,3.0
558,964,963,Z6MFQCViBuw,3.0
559,965,964,Z6MFQCViBuw,3.0
560,966,965,Z6MFQCViBuw,3.0
561,970,969,EU6Fwq7SyZv,3.0
562,971,970,EU6Fwq7SyZv,3.0
563,972,971,EU6Fwq7SyZv,3.0
564,976,975,QUCTc6BB5sX,3.0
565,977,976,QUCTc6BB5sX,3.0
566,978,977,QUCTc6BB5sX,3.0
567,985,984,X7HyMhZNoso,3.0
568,986,985,X7HyMhZNoso,3.0
569,987,986,X7HyMhZNoso,3.0
570,988,987,QUCTc6BB5sX,3.0
571,989,988,QUCTc6BB5sX,3.0
572,990,989,QUCTc6BB5sX,3.0
573,994,993,QUCTc6BB5sX,3.0
574,995,994,QUCTc6BB5sX,3.0
575,996,995,QUCTc6BB5sX,3.0
576,1003,1002,QUCTc6BB5sX,3.0
577,1004,1003,QUCTc6BB5sX,3.0
578,1005,1004,QUCTc6BB5sX,3.0
579,1006,1005,2azQ1b91cZZ,3.0
580,1007,1006,2azQ1b91cZZ,3.0
581,1008,1007,2azQ1b91cZZ,3.0
582,1015,1014,zsNo4HB9uLZ,3.0
583,1016,1015,zsNo4HB9uLZ,3.0
584,1017,1016,zsNo4HB9uLZ,3.0
585,1018,1017,TbHJrupSAjP,3.0
586,1019,1018,TbHJrupSAjP,3.0
587,1020,1019,TbHJrupSAjP,3.0
588,1021,1020,QUCTc6BB5sX,3.0
589,1022,1021,QUCTc6BB5sX,3.0
590,1023,1022,QUCTc6BB5sX,3.0
591,1024,1023,zsNo4HB9uLZ,3.0
592,1025,1024,zsNo4HB9uLZ,3.0
593,1026,1025,zsNo4HB9uLZ,3.0
594,1027,1026,Z6MFQCViBuw,3.0
595,1028,1027,Z6MFQCViBuw,3.0
596,1029,1028,Z6MFQCViBuw,3.0
597,1039,1038,zsNo4HB9uLZ,3.0
598,1040,1039,zsNo4HB9uLZ,3.0
599,1041,1040,zsNo4HB9uLZ,3.0
600,1042,1041,QUCTc6BB5sX,3.0
601,1043,1042,QUCTc6BB5sX,3.0
602,1044,1043,QUCTc6BB5sX,3.0
603,1048,1047,2azQ1b91cZZ,3.0
604,1049,1048,2azQ1b91cZZ,3.0
605,1050,1049,2azQ1b91cZZ,3.0
606,1057,1056,Z6MFQCViBuw,3.0
607,1058,1057,Z6MFQCViBuw,3.0
608,1059,1058,Z6MFQCViBuw,3.0
609,1060,1059,QUCTc6BB5sX,3.0
610,1061,1060,QUCTc6BB5sX,3.0
611,1062,1061,QUCTc6BB5sX,3.0
612,1069,1068,zsNo4HB9uLZ,3.0
613,1070,1069,zsNo4HB9uLZ,3.0
614,1071,1070,zsNo4HB9uLZ,3.0
615,1075,1074,TbHJrupSAjP,3.0
616,1076,1075,TbHJrupSAjP,3.0
617,1077,1076,TbHJrupSAjP,3.0
618,1078,1077,8194nk5LbLH,3.0
619,1079,1078,8194nk5LbLH,3.0
620,1080,1079,8194nk5LbLH,3.0
621,1084,1083,zsNo4HB9uLZ,3.0
622,1085,1084,zsNo4HB9uLZ,3.0
623,1086,1085,zsNo4HB9uLZ,3.0
624,1087,1086,2azQ1b91cZZ,3.0
